Date,Seoul_General,Age_0_5,Age_5_10,Age_10_15,Age_15_20,Age_20_over,Size_0_40,Size_40_60,Size_60_85,Size_85_102,Size_102_135,Size_135_over
2012-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-14,-0.3,-0.04,-0.18,-0.31,-0.45,-0.42,-0.04,0.0,-0.32,-0.29,-0.58,-0.21
2012-05-21,-0.1,-0.13,-0.11,-0.16,-0.29,-0.12,-0.04,0.0,-0.13,-0.16,-0.01,-0.14
2012-05-28,-0.18,-0.26,-0.06,-0.15,-0.25,-0.28,-0.06,0.0,-0.15,-0.21,-0.25,-0.2
2012-06-04,-0.17,-0.58,-0.23,-0.18,-0.27,-0.24,-0.14,0.0,-0.2,-0.28,-0.31,-0.23
2012-06-11,-0.25,-0.2,-0.26,-0.21,-0.55,-0.48,0.0,0.0,-0.35,-0.36,-0.18,-0.43
2012-06-18,-0.11,-0.08,-0.12,-0.07,-0.26,-0.17,0.0,0.0,-0.14,-0.14,-0.09,-0.07
2012-06-25,-0.24,-0.14,-0.14,-0.19,-0.15,-0.26,0.0,0.0,-0.15,-0.18,-0.32,-0.29
2012-07-02,-0.09,-0.67,-0.08,-0.14,-0.32,-0.18,0.0,0.0,-0.19,-0.22,-0.15,-0.26
2012-07-09,-0.09,-0.26,-0.16,-0.15,-0.22,-0.24,-0.01,0.0,-0.17,-0.17,-0.02,-0.34
2012-07-16,-0.1,-0.13,-0.14,-0.2,-0.31,-0.32,0.0,0.0,-0.21,-0.19,-0.56,-0.33
2012-07-23,-0.08,-0.18,-0.16,-0.22,-0.14,-0.29,0.0,0.0,-0.23,-0.19,-0.19,-0.25
2012-07-30,-0.07,-0.16,-0.15,-0.18,-0.12,-0.14,0.0,0.0,-0.16,-0.15,-0.08,-0.14
2012-08-06,-0.08,-0.12,-0.25,-0.19,-0.19,-0.37,-0.13,0.0,-0.22,-0.23,-0.4,-0.38
2012-08-13,-0.18,-0.31,-0.17,-0.18,-0.16,-0.26,-0.05,0.0,-0.22,-0.19,-0.26,-0.2
2012-08-20,-0.11,-0.12,-0.22,-0.17,-0.21,-0.23,-0.09,0.0,-0.19,-0.22,-0.1,-0.24
2012-08-27,-0.14,-0.16,-0.2,-0.16,-0.15,-0.27,-0.22,0.0,-0.22,-0.2,-0.34,-0.27
2012-09-03,-0.1,-0.3,-0.09,-0.09,-0.2,-0.25,-0.07,0.0,-0.09,-0.18,-0.5,-0.19
2012-09-10,-0.09,-0.07,-0.15,-0.06,-0.11,-0.22,0.01,0.0,-0.16,-0.14,-0.13,-0.05
2012-09-17,-0.1,-0.13,-0.19,-0.13,-0.08,-0.25,0.0,0.0,-0.22,-0.16,-0.03,-0.16
2012-09-24,-0.12,-0.2,-0.1,-0.18,-0.11,-0.36,-0.54,0.0,-0.16,-0.22,-0.26,-0.23
2012-10-01,-0.07,-0.15,-0.07,-0.07,-0.1,-0.14,0.0,0.0,-0.08,-0.1,-0.12,-0.16
2012-10-08,-0.04,-0.08,-0.07,0.01,0.0,-0.15,0.05,0.0,0.02,-0.08,-0.24,-0.15
2012-10-15,-0.14,-0.06,-0.04,-0.14,-0.13,-0.12,-0.35,0.0,-0.08,-0.09,-0.19,-0.15
2012-10-22,-0.22,-0.1,-0.04,-0.18,-0.25,-0.16,0.01,0.0,-0.12,-0.12,-0.38,-0.22
2012-10-29,-0.07,-0.07,-0.13,-0.09,-0.03,-0.13,0.02,0.0,-0.04,-0.07,-0.18,-0.21
2012-11-05,-0.14,-0.15,-0.1,-0.07,-0.2,-0.15,0.03,0.0,-0.08,-0.12,-0.11,-0.24
2012-11-12,-0.15,-0.06,-0.15,-0.09,-0.21,-0.11,0.15,0.0,-0.08,-0.15,-0.03,-0.15
2012-11-19,-0.22,-0.14,-0.11,-0.19,-0.11,-0.16,0.03,0.0,-0.09,-0.15,-0.19,-0.28
2012-11-26,-0.15,-0.12,-0.15,-0.12,-0.18,-0.18,0.04,0.0,-0.06,-0.2,-0.13,-0.24
2012-12-03,-0.23,-0.05,-0.2,-0.2,-0.33,-0.25,0.02,0.0,-0.2,-0.24,0.0,-0.23
2012-12-10,-0.1,-0.14,-0.16,-0.13,-0.19,-0.17,0.47,0.0,-0.09,-0.14,0.46,-0.34
2012-12-17,-0.06,-0.09,-0.04,-0.13,-0.1,-0.18,0.0,0.0,-0.08,-0.13,-0.36,-0.08
2012-12-24,-0.1,-0.08,-0.06,-0.04,-0.21,-0.26,0.0,0.0,-0.12,-0.13,-0.3,-0.13
2012-12-31,-0.09,-0.01,-0.15,-0.09,-0.15,-0.13,0.08,0.0,-0.13,-0.16,-0.16,0.01
2013-01-07,-0.1,-0.06,-0.1,-0.08,-0.19,-0.18,0.0,0.0,-0.08,-0.14,-0.24,-0.13
2013-01-14,-0.12,-0.11,-0.16,-0.07,-0.14,-0.21,0.0,0.0,-0.12,-0.15,-0.19,-0.15
2013-01-21,-0.1,-0.08,-0.13,-0.09,-0.08,-0.18,0.0,0.0,-0.06,-0.14,-0.27,-0.12
2013-01-28,-0.1,-0.2,-0.07,-0.03,-0.11,-0.03,-0.03,0.0,0.0,-0.07,-0.17,-0.1
2013-02-04,-0.09,-0.06,-0.04,-0.12,-0.08,-0.06,-0.02,0.0,-0.04,-0.09,-0.12,-0.11
2013-02-11,-0.18,-0.08,-0.09,-0.1,-0.26,-0.13,0.0,0.0,-0.09,-0.13,-0.31,-0.14
2013-02-18,-0.14,-0.05,-0.13,-0.06,-0.27,-0.07,-0.05,0.0,-0.05,-0.14,-0.12,-0.18
2013-02-25,-0.1,-0.01,-0.12,-0.06,-0.02,-0.02,-0.09,0.0,0.05,-0.12,-0.15,0.02
2013-03-04,-0.06,-0.16,-0.01,0.02,-0.02,0.05,0.0,0.0,0.11,-0.05,0.01,0.01
2013-03-11,-0.06,-0.1,-0.05,0.02,0.05,0.05,0.02,0.0,0.0,0.03,0.02,-0.06
2013-03-18,-0.13,-0.03,-0.07,0.03,0.01,-0.07,0.0,0.0,0.01,-0.05,-0.15,-0.14
2013-03-25,-0.08,-0.15,-0.01,0.0,0.05,-0.11,-0.08,0.0,-0.08,0.03,0.06,-0.03
2013-04-01,-0.11,0.07,0.05,0.04,-0.12,0.16,-0.12,0.0,0.03,0.09,0.15,-0.01
2013-04-08,0.06,0.08,0.11,0.21,0.22,0.13,-0.03,0.0,0.23,0.17,0.0,0.07
2013-04-15,0.01,0.03,-0.01,0.07,0.08,0.25,0.0,0.0,0.19,0.1,0.05,-0.03
2013-04-22,0.02,0.03,-0.08,0.13,0.13,0.06,0.02,0.0,0.15,0.09,0.03,-0.05
2013-04-29,0.06,0.22,0.01,0.02,0.17,0.14,0.08,0.0,0.13,0.14,0.06,-0.03
2013-05-06,0.02,0.07,0.05,0.08,0.07,0.11,0.03,0.0,0.09,0.16,0.01,-0.12
2013-05-13,0.06,0.09,0.1,0.12,0.1,0.14,0.16,0.0,0.19,0.11,0.05,0.07
2013-05-20,0.02,-0.21,-0.02,0.02,0.05,0.04,-0.01,0.0,0.04,0.01,-0.07,-0.02
2013-05-27,0.0,0.0,0.0,-0.02,0.04,-0.06,0.0,0.0,0.04,-0.04,-0.1,-0.07
2013-06-03,-0.07,-0.05,-0.05,-0.09,-0.07,-0.09,0.03,0.0,-0.06,-0.05,-0.02,-0.17
2013-06-10,-0.06,-0.18,-0.1,-0.04,-0.08,-0.1,0.07,0.0,0.02,-0.09,-0.08,-0.18
2013-06-17,-0.05,-0.13,-0.15,-0.1,0.03,-0.13,0.0,0.0,-0.01,-0.14,-0.1,-0.13
2013-06-24,-0.1,-0.02,-0.13,-0.04,-0.14,-0.19,0.16,0.0,-0.07,-0.09,-0.17,-0.25
2013-07-01,-0.08,-0.04,-0.13,-0.16,-0.13,-0.17,0.03,0.0,-0.1,-0.17,-0.12,-0.2
2013-07-08,-0.09,-0.23,-0.09,-0.08,-0.15,-0.12,0.0,0.0,-0.07,-0.14,-0.05,-0.17
2013-07-15,-0.11,-0.15,-0.11,-0.12,-0.15,-0.17,0.0,0.0,-0.11,-0.17,-0.05,-0.18
2013-07-22,-0.12,-0.09,-0.09,-0.06,-0.16,-0.14,0.0,0.0,-0.09,-0.11,-0.12,-0.17
2013-07-29,-0.13,-0.19,-0.03,-0.09,-0.07,-0.16,-0.03,0.0,-0.09,-0.12,-0.13,-0.09
2013-08-05,-0.11,-0.22,-0.07,-0.09,-0.12,-0.22,-0.02,0.0,-0.13,-0.12,-0.13,-0.21
2013-08-12,-0.14,0.0,-0.15,-0.14,-0.08,-0.15,-0.23,0.0,-0.16,-0.12,-0.07,-0.03
2013-08-19,-0.08,-0.02,-0.17,-0.07,-0.08,-0.09,-0.08,0.0,-0.05,-0.11,-0.2,-0.09
2013-08-26,-0.08,-0.1,-0.05,-0.1,-0.04,-0.02,-0.13,0.0,-0.04,-0.06,-0.13,-0.05
2013-09-02,-0.08,0.08,-0.04,0.06,0.02,0.09,-0.01,0.0,0.09,0.03,0.07,0.02
2013-09-09,0.0,0.06,0.11,0.1,0.08,0.2,-0.07,0.0,0.2,0.12,0.12,0.07
2013-09-16,0.11,0.05,0.07,0.21,0.11,0.07,-0.1,0.0,0.2,0.09,0.08,0.05
2013-09-23,0.06,0.11,0.03,0.12,0.15,0.04,-0.07,0.0,0.07,0.09,0.02,0.08
2013-09-30,0.14,0.18,0.01,0.19,0.23,0.19,-0.29,0.0,0.26,0.14,0.11,0.09
2013-10-07,0.2,0.22,0.13,0.25,0.17,0.16,0.04,0.0,0.29,0.21,0.06,0.07
2013-10-14,0.14,0.11,0.08,0.18,0.25,0.16,0.02,0.0,0.2,0.18,0.18,0.09
2013-10-21,0.09,0.17,0.08,0.23,0.05,0.07,-0.12,0.0,0.21,0.11,0.07,0.06
2013-10-28,0.06,0.12,0.02,0.1,0.04,0.01,-0.17,0.0,0.05,0.06,0.16,0.05
2013-11-04,0.0,0.06,-0.01,0.03,0.0,-0.06,0.0,0.0,0.0,0.01,0.02,-0.01
2013-11-11,-0.01,-0.04,-0.04,0.07,0.01,-0.02,0.05,0.0,0.02,0.02,-0.01,-0.04
2013-11-18,0.04,-0.05,-0.03,0.0,0.01,0.0,0.06,0.0,0.04,0.0,0.05,-0.01
2013-11-25,0.02,-0.04,-0.01,0.0,-0.07,-0.01,-0.05,0.0,-0.09,0.0,0.0,0.04
2013-12-02,0.02,0.02,-0.01,0.01,-0.07,-0.03,0.07,0.0,0.02,-0.04,-0.08,0.02
2013-12-09,0.08,0.12,0.05,0.0,0.12,-0.06,0.01,0.0,0.09,0.01,-0.03,-0.03
2013-12-16,0.1,0.04,0.02,0.08,0.07,0.04,0.02,0.0,0.06,0.09,0.16,-0.02
2013-12-23,0.05,-0.07,0.11,0.02,0.08,0.04,0.0,0.0,0.11,0.03,0.07,-0.01
2013-12-30,0.09,0.01,0.02,0.08,0.1,0.02,0.13,0.0,0.09,0.06,0.03,0.0
2014-01-06,0.08,-0.01,0.1,0.06,0.19,0.02,0.07,0.0,0.06,0.11,0.03,0.05
2014-01-13,0.06,-0.39,0.51,-0.61,0.86,0.15,0.07,0.0,0.13,0.04,0.13,0.08
2014-01-20,0.12,0.01,0.13,0.12,0.11,0.16,0.0,0.0,0.16,0.13,0.02,0.1
2014-01-27,0.1,0.05,0.08,0.09,0.14,0.17,0.0,0.0,0.12,0.18,0.16,0.06
2014-02-03,0.05,0.1,0.1,0.04,0.11,0.16,-0.01,0.0,0.16,0.1,0.04,0.08
2014-02-10,0.13,0.04,0.01,0.08,0.22,0.16,-0.01,0.0,0.21,0.1,0.15,0.01
2014-02-17,0.1,0.23,0.12,0.12,0.11,0.18,-0.14,0.0,0.22,0.16,0.12,0.09
2014-02-24,0.12,0.1,0.13,0.13,0.15,0.14,0.04,0.0,0.13,0.13,0.07,0.17
2014-03-03,0.08,0.17,0.11,0.12,0.07,0.17,0.15,0.0,0.16,0.15,0.08,0.08
2014-03-10,0.14,0.01,0.07,0.08,0.13,0.09,-0.01,0.0,0.08,0.09,0.1,0.1
2014-03-17,0.03,0.12,0.05,0.02,0.01,0.03,0.2,0.0,0.02,0.04,0.05,0.03
2014-03-24,0.05,-0.06,0.03,0.0,0.06,0.0,0.05,0.0,-0.02,0.05,-0.01,-0.02
2014-03-31,0.02,-0.13,0.02,0.05,0.0,-0.02,0.0,0.0,-0.01,0.04,-0.03,-0.02
2014-04-07,0.04,0.0,-0.02,0.04,0.05,-0.03,0.03,0.0,0.02,0.01,0.07,-0.04
2014-04-14,0.01,0.01,-0.01,-0.06,0.02,-0.01,0.0,0.0,0.0,-0.04,0.1,-0.01
2014-04-21,-0.01,-0.03,0.01,-0.01,-0.06,0.0,-0.01,0.0,-0.04,0.01,0.03,0.03
2014-04-28,-0.02,-0.12,-0.01,-0.06,-0.02,0.01,0.0,0.0,-0.05,-0.03,0.08,0.01
2014-05-05,-0.01,0.02,-0.02,-0.02,-0.07,-0.03,0.0,0.0,-0.02,-0.03,-0.02,-0.04
2014-05-12,-0.02,0.12,-0.07,-0.02,0.0,-0.06,-0.14,0.0,-0.02,-0.04,0.01,-0.05
2014-05-19,-0.03,0.08,-0.09,-0.04,-0.02,-0.03,0.0,0.0,-0.02,-0.03,-0.05,-0.04
2014-05-26,-0.04,0.0,-0.07,-0.09,0.06,-0.01,0.0,0.0,0.0,-0.06,-0.01,-0.01
2014-06-02,-0.01,0.07,-0.04,-0.01,-0.01,-0.04,0.0,0.0,-0.03,-0.03,0.03,-0.02
2014-06-09,-0.03,-0.03,-0.05,-0.04,-0.02,-0.03,-0.17,0.0,-0.03,-0.04,-0.02,-0.04
2014-06-16,-0.01,-0.01,-0.02,-0.07,-0.03,-0.01,0.0,0.0,-0.01,-0.03,-0.05,-0.06
2014-06-23,-0.02,0.01,0.02,-0.02,0.0,-0.01,-0.04,0.0,-0.03,0.0,0.04,0.02
2014-06-30,-0.02,0.0,0.02,0.0,-0.03,-0.02,-0.01,0.0,0.02,0.0,0.1,-0.06
2014-07-07,-0.02,0.0,0.0,0.02,-0.02,0.0,0.37,0.0,-0.01,0.02,0.0,0.01
2014-07-14,-0.02,-0.02,0.02,-0.02,0.0,0.01,0.06,0.0,-0.01,-0.01,0.13,-0.02
2014-07-21,-0.03,0.02,-0.03,-0.07,0.01,0.09,0.0,0.0,0.03,0.0,-0.01,-0.04
2014-07-28,-0.02,0.05,0.03,0.0,0.08,0.0,0.09,0.0,0.01,0.03,0.0,0.02
2014-08-04,0.01,0.03,0.02,-0.01,-0.05,0.06,0.0,0.0,0.07,-0.01,0.07,-0.02
2014-08-11,0.02,0.01,0.02,0.03,0.08,0.11,-0.04,0.0,0.11,0.04,0.11,0.05
2014-08-18,0.04,0.1,0.05,0.06,0.15,0.03,0.0,0.0,0.05,0.08,0.12,0.05
2014-08-25,0.05,0.07,0.06,0.09,0.08,0.17,0.0,0.0,0.12,0.12,0.18,0.04
2014-09-01,0.05,0.05,0.05,0.13,0.07,0.14,0.0,0.0,0.16,0.08,0.34,0.05
2014-09-08,0.06,0.06,0.07,0.1,0.08,0.2,0.05,0.0,0.15,0.11,0.27,0.15
2014-09-15,0.1,0.12,0.04,0.07,-0.05,0.2,0.0,0.0,0.08,0.12,0.09,0.05
2014-09-22,0.09,0.07,0.1,0.15,0.13,0.18,-0.04,0.0,0.16,0.14,0.31,0.12
2014-09-29,0.11,0.07,0.13,0.12,0.08,0.22,0.15,0.0,0.1,0.18,0.3,0.16
2014-10-06,0.13,0.04,0.13,0.08,0.07,0.26,-0.06,0.0,0.14,0.16,0.17,0.07
2014-10-13,0.06,0.03,0.11,0.12,0.04,0.09,0.06,0.0,0.13,0.08,0.14,0.01
2014-10-20,0.08,0.01,0.12,0.07,0.03,0.12,0.04,0.0,0.07,0.13,0.05,0.0
2014-10-27,0.05,0.04,0.05,0.03,0.04,0.04,-0.05,0.0,0.04,0.03,0.03,0.01
2014-11-03,0.04,-0.02,0.02,-0.02,0.05,0.11,0.08,0.0,0.04,0.01,0.03,0.08
2014-11-10,0.05,0.04,0.01,-0.03,-0.01,0.07,-0.05,0.0,0.06,0.0,-0.05,0.0
2014-11-17,0.05,-0.05,0.03,-0.02,0.0,0.04,-0.05,0.0,0.04,0.01,-0.19,-0.02
2014-11-24,0.04,-0.02,-0.01,-0.01,0.03,0.01,0.0,0.0,0.02,0.0,-0.01,-0.02
2014-12-01,0.02,0.01,0.01,0.0,-0.01,0.01,0.17,0.0,0.01,0.01,0.04,0.0
2014-12-08,0.02,0.0,0.0,0.04,-0.01,0.0,0.23,0.0,0.01,0.01,-0.04,-0.03
2014-12-15,0.02,0.0,0.01,-0.02,0.01,0.0,0.04,0.0,-0.02,0.01,0.03,0.01
2014-12-22,0.01,0.05,0.01,-0.01,0.0,0.0,0.01,0.0,0.0,0.01,-0.01,0.01
2014-12-29,0.03,0.05,0.01,0.04,-0.07,0.11,0.14,0.0,0.06,0.04,0.06,0.0
2015-01-05,0.03,0.08,0.02,0.01,0.05,0.09,0.01,0.0,0.13,-0.01,0.07,0.03
2015-01-12,0.01,0.08,0.01,0.01,0.06,0.02,0.05,0.0,0.02,0.02,0.09,0.0
2015-01-19,0.07,-0.05,0.02,0.04,0.07,0.11,0.01,0.0,0.09,0.06,0.05,0.06
2015-01-26,0.06,-0.03,0.11,0.06,0.05,0.11,0.01,0.0,0.06,0.09,0.02,0.1
2015-02-02,0.07,0.06,0.07,0.06,0.05,0.15,0.03,0.0,0.12,0.1,0.12,0.09
2015-02-09,0.13,0.01,0.13,0.08,0.12,0.2,0.08,0.0,0.21,0.13,0.22,0.07
2015-02-16,0.13,0.0,0.09,0.12,0.19,0.21,0.04,0.0,0.2,0.16,0.23,0.1
2015-02-23,0.09,0.11,0.1,0.11,0.1,0.16,0.02,0.0,0.2,0.1,0.06,0.05
2015-03-02,0.12,0.07,0.13,0.11,0.16,0.27,0.05,0.0,0.23,0.18,0.18,0.12
2015-03-09,0.16,0.16,0.1,0.17,0.17,0.22,0.03,0.0,0.22,0.19,0.25,0.14
2015-03-16,0.14,0.02,0.08,0.16,0.15,0.24,0.08,0.0,0.21,0.21,0.1,0.11
2015-03-23,0.18,0.01,0.07,0.16,0.15,0.27,0.0,0.0,0.26,0.15,0.07,0.13
2015-03-30,0.17,0.09,0.1,0.19,0.3,0.27,0.03,0.0,0.23,0.22,0.16,0.12
2015-04-06,0.13,0.02,0.26,0.16,0.15,0.22,0.06,0.0,0.18,0.21,0.18,0.17
2015-04-13,0.15,0.05,0.13,0.19,0.21,0.22,-0.03,0.0,0.2,0.2,0.19,0.11
2015-04-20,0.1,0.14,0.06,0.13,0.15,0.2,0.0,0.0,0.17,0.16,0.22,0.11
2015-04-27,0.11,0.04,0.12,0.18,0.14,0.22,-0.02,0.0,0.21,0.17,0.12,0.06
2015-05-04,0.12,0.06,0.11,0.2,0.14,0.21,0.05,0.0,0.24,0.18,0.18,0.17
2015-05-11,0.12,0.12,0.07,0.12,0.19,0.21,-0.04,0.0,0.21,0.13,0.39,0.15
2015-05-18,0.14,0.08,0.2,0.17,0.15,0.19,-0.01,0.0,0.21,0.15,0.06,0.19
2015-05-25,0.13,0.05,0.25,0.25,0.14,0.16,-0.04,0.0,0.27,0.2,0.08,0.11
2015-06-01,0.12,0.14,0.07,0.18,0.14,0.18,0.12,0.0,0.18,0.18,0.17,0.11
2015-06-08,0.13,0.05,0.11,0.13,0.24,0.17,0.05,0.0,0.2,0.15,0.25,0.17
2015-06-15,0.12,0.06,0.1,0.16,0.2,0.17,0.19,0.0,0.15,0.18,0.08,0.11
2015-06-22,0.16,0.11,0.08,0.2,0.06,0.18,0.07,0.0,0.16,0.17,0.1,0.14
2015-06-29,0.14,0.01,0.16,0.14,0.32,0.16,-0.12,0.0,0.16,0.17,0.35,0.12
2015-07-06,0.11,0.02,0.1,0.11,0.11,0.16,-0.03,0.0,0.17,0.09,0.29,0.13
2015-07-13,0.13,0.06,0.08,0.08,0.14,0.19,0.05,0.0,0.18,0.13,0.15,0.09
2015-07-20,0.22,0.05,0.18,0.16,0.14,0.22,0.36,0.0,0.23,0.18,0.07,0.1
2015-07-27,0.14,0.3,0.07,0.12,0.16,0.19,0.09,0.0,0.26,0.13,0.16,0.07
2015-08-03,0.17,0.18,0.1,0.16,0.17,0.2,-0.02,0.0,0.21,0.16,0.09,0.14
2015-08-10,0.15,0.0,0.15,0.11,0.16,0.21,0.18,0.0,0.2,0.17,0.15,0.1
2015-08-17,0.14,0.07,0.11,0.12,0.13,0.14,0.11,0.0,0.17,0.15,0.14,0.04
2015-08-24,0.23,0.09,0.15,0.16,0.18,0.22,0.05,0.0,0.28,0.17,0.12,0.09
2015-08-31,0.17,0.15,0.24,0.14,0.19,0.17,0.17,0.0,0.19,0.17,0.22,0.15
