Date,Seoul_General,Age_0_5,Age_5_10,Age_10_15,Age_15_20,Age_20_over,Size_0_40,Size_40_60,Size_60_85,Size_85_102,Size_102_135,Size_135_over
2022-08-01,-0.11,-0.06,-0.08,-0.07,-0.06,-0.06,0.05,-0.08,-0.09,-0.07,-0.05,-0.04
2022-08-08,-0.12,-0.06,-0.07,-0.06,-0.06,-0.09,0.0,-0.13,-0.12,-0.07,-0.01,-0.03
2022-08-15,-0.14,-0.08,-0.11,-0.08,-0.1,-0.1,0.09,-0.05,-0.1,-0.1,-0.12,-0.08
2022-08-22,-0.16,-0.04,-0.08,-0.13,-0.1,-0.13,0.01,-0.11,-0.16,-0.12,-0.11,-0.04
2022-08-29,-0.18,-0.13,-0.11,-0.1,-0.13,-0.14,0.0,-0.16,-0.19,-0.12,-0.1,-0.08
2022-09-05,-0.2,-0.12,-0.14,-0.14,-0.13,-0.17,0.02,-0.2,-0.18,-0.15,-0.08,-0.11
2022-09-12,-0.21,-0.17,-0.17,-0.13,-0.13,-0.18,0.0,-0.14,-0.19,-0.18,-0.14,-0.11
2022-09-19,-0.21,-0.17,-0.15,-0.15,-0.16,-0.2,-0.07,-0.18,-0.24,-0.17,-0.13,-0.13
2022-09-26,-0.23,-0.17,-0.15,-0.18,-0.17,-0.21,0.04,-0.25,-0.23,-0.21,-0.12,-0.11
2022-10-03,-0.24,-0.17,-0.16,-0.22,-0.17,-0.23,-0.01,-0.25,-0.27,-0.2,-0.1,-0.13
2022-10-10,-0.26,-0.17,-0.14,-0.2,-0.2,-0.25,0.01,-0.29,-0.29,-0.21,-0.15,-0.15
2022-10-17,-0.3,-0.27,-0.2,-0.25,-0.25,-0.3,0.04,-0.2,-0.36,-0.27,-0.24,-0.19
2022-10-24,-0.28,-0.23,-0.29,-0.27,-0.24,-0.31,0.05,-0.31,-0.39,-0.26,-0.17,-0.2
2022-10-31,-0.34,-0.28,-0.27,-0.33,-0.28,-0.39,-0.04,-0.32,-0.45,-0.33,-0.26,-0.24
2022-11-07,-0.4,-0.36,-0.25,-0.4,-0.32,-0.44,-0.13,-0.31,-0.49,-0.4,-0.28,-0.27
2022-11-14,-0.5,-0.42,-0.33,-0.46,-0.42,-0.5,-0.12,-0.35,-0.59,-0.47,-0.34,-0.31
2022-11-21,-0.61,-0.42,-0.4,-0.49,-0.49,-0.58,-0.2,-0.54,-0.67,-0.53,-0.43,-0.33
2022-11-28,-0.71,-0.55,-0.4,-0.6,-0.51,-0.61,-0.03,-0.69,-0.68,-0.55,-0.48,-0.46
2022-12-05,-0.69,-0.61,-0.62,-0.52,-0.59,-0.6,-0.24,-0.65,-0.7,-0.58,-0.44,-0.51
2022-12-12,-0.78,-0.58,-0.64,-0.57,-0.63,-0.7,-0.16,-0.54,-0.77,-0.68,-0.38,-0.54
2022-12-19,-0.94,-0.64,-0.59,-0.61,-0.65,-0.83,-0.4,-0.68,-0.97,-0.71,-0.52,-0.51
2022-12-26,-0.96,-0.77,-0.92,-0.64,-0.61,-0.79,-0.3,-0.49,-0.89,-0.75,-0.78,-0.62
2023-01-02,-0.87,-0.76,-0.63,-0.74,-0.57,-0.69,-0.33,-0.72,-0.86,-0.65,-0.29,-0.55
2023-01-09,-0.57,-0.44,-0.42,-0.51,-0.37,-0.48,-0.24,-0.32,-0.6,-0.47,-0.36,-0.29
2023-01-16,-0.37,-0.47,-0.35,-0.4,-0.28,-0.36,-0.16,-0.22,-0.5,-0.34,-0.26,-0.29
2023-01-23,-0.3,-0.5,-0.27,-0.3,-0.25,-0.32,-0.12,-0.44,-0.39,-0.32,-0.21,-0.16
2023-01-30,-0.21,-0.43,-0.27,-0.29,-0.17,-0.26,-0.17,-0.38,-0.29,-0.27,-0.14,-0.18
2023-02-06,-0.28,-0.56,-0.23,-0.3,-0.27,-0.32,-0.22,-0.21,-0.33,-0.33,-0.34,-0.25
2023-02-13,-0.25,-0.42,-0.24,-0.19,-0.22,-0.32,0.02,-0.18,-0.3,-0.34,-0.22,-0.16
2023-02-20,-0.26,-0.26,-0.2,-0.22,-0.25,-0.28,-0.02,-0.14,-0.32,-0.26,-0.28,-0.24
2023-02-27,-0.23,-0.31,-0.16,-0.23,-0.18,-0.27,0.0,-0.31,-0.29,-0.24,-0.2,-0.17
2023-03-06,-0.24,-0.31,-0.22,-0.11,-0.15,-0.23,0.0,-0.16,-0.23,-0.2,-0.15,-0.21
2023-03-13,-0.18,-0.25,-0.08,-0.12,-0.17,-0.17,0.03,-0.17,-0.23,-0.14,-0.12,-0.12
2023-03-20,-0.19,-0.13,-0.19,-0.1,-0.17,-0.16,-0.09,-0.07,-0.17,-0.18,0.01,-0.17
2023-03-27,-0.15,-0.23,-0.08,-0.1,-0.1,-0.15,-0.13,-0.17,-0.15,-0.14,-0.04,-0.08
2023-04-03,-0.15,-0.2,-0.1,-0.01,-0.08,-0.17,-0.07,-0.18,-0.12,-0.14,-0.07,-0.12
2023-04-10,-0.16,-0.12,-0.06,-0.11,-0.12,-0.12,-0.04,-0.09,-0.15,-0.11,-0.09,-0.09
2023-04-17,-0.12,-0.09,-0.1,-0.06,-0.04,-0.1,-0.07,-0.05,-0.08,-0.11,-0.03,-0.06
2023-04-24,-0.09,-0.01,-0.02,0.04,-0.1,-0.09,0.0,-0.05,-0.07,-0.08,-0.05,-0.05
2023-05-01,-0.06,-0.11,-0.05,-0.02,-0.05,-0.06,-0.17,-0.12,-0.03,-0.07,0.0,-0.04
2023-05-08,-0.06,0.11,0.0,0.07,-0.1,-0.06,-0.07,-0.1,-0.03,-0.04,-0.07,-0.03
2023-05-15,-0.04,0.09,-0.04,0.16,-0.04,-0.03,-0.06,-0.04,-0.01,0.0,0.0,-0.01
2023-05-22,-0.02,0.06,0.03,0.15,0.01,0.01,-0.01,-0.02,-0.04,0.06,0.04,0.02
2023-05-29,0.0,0.08,0.07,0.18,0.02,0.01,-0.05,0.08,0.03,0.04,-0.09,0.06
2023-06-05,0.0,0.09,0.08,0.15,0.03,0.02,-0.02,0.01,0.01,0.06,0.05,0.04
2023-06-12,-0.01,0.07,0.04,0.14,0.0,0.02,0.02,0.0,0.02,0.05,0.04,0.0
2023-06-19,0.01,0.23,0.1,0.13,0.0,0.02,-0.05,-0.13,0.05,0.07,0.09,-0.01
2023-06-26,0.01,0.13,0.1,0.15,0.02,0.02,0.02,0.02,-0.02,0.08,0.11,0.02
2023-07-03,-0.01,0.06,0.0,0.14,0.01,0.02,-0.12,-0.08,0.02,0.03,0.16,0.04
2023-07-10,0.02,0.03,0.05,0.15,0.04,0.01,-0.05,-0.02,0.02,0.05,0.07,0.05
2023-07-17,0.06,0.11,0.15,0.05,0.03,0.07,0.04,0.03,0.08,0.08,0.0,0.04
2023-07-24,0.06,0.1,0.08,0.16,0.02,0.07,0.11,-0.02,0.09,0.09,0.07,0.0
2023-07-31,0.07,0.12,0.13,0.15,0.05,0.09,0.02,0.1,0.09,0.1,0.03,0.08
2023-08-07,0.08,0.13,0.11,0.13,0.06,0.09,0.07,0.05,0.12,0.09,0.08,0.06
2023-08-14,0.07,0.14,0.12,0.15,0.08,0.07,0.08,0.03,0.1,0.1,0.05,0.09
2023-08-21,0.11,0.21,0.14,0.23,0.11,0.12,0.05,0.0,0.15,0.16,0.16,0.11
2023-08-28,0.11,0.2,0.13,0.2,0.09,0.12,0.04,0.02,0.16,0.13,0.08,0.1
2023-09-04,0.1,0.2,0.09,0.12,0.08,0.11,0.01,0.1,0.09,0.13,0.07,0.08
2023-09-11,0.12,0.3,0.11,0.19,0.1,0.14,0.04,0.08,0.15,0.15,0.09,0.13
2023-09-18,0.11,0.27,0.15,0.16,0.09,0.11,-0.03,0.0,0.12,0.14,0.12,0.12
2023-09-25,0.08,0.18,0.12,0.1,0.07,0.1,-0.02,0.04,0.12,0.1,0.13,0.07
2023-10-02,0.09,0.09,0.11,0.05,0.07,0.11,0.07,0.06,0.12,0.08,0.09,0.09
2023-10-09,0.07,0.12,0.12,0.06,0.06,0.07,0.01,0.03,0.09,0.08,0.09,0.06
2023-10-16,0.08,0.15,0.14,0.12,0.09,0.07,0.09,0.04,0.09,0.1,0.05,0.1
2023-10-23,0.06,0.06,0.1,0.09,0.05,0.08,0.08,0.03,0.06,0.08,0.1,0.1
2023-10-30,0.07,0.11,0.09,0.1,0.06,0.06,-0.02,0.03,0.07,0.07,0.05,0.08
2023-11-06,0.05,0.07,0.05,0.02,0.05,0.05,0.02,0.04,0.04,0.06,0.06,0.05
2023-11-13,0.04,0.07,0.06,0.04,0.03,0.05,-0.04,-0.06,0.05,0.06,0.03,0.04
2023-11-20,0.03,0.03,0.02,0.02,0.03,0.03,0.01,-0.02,0.0,0.04,0.01,0.07
2023-11-27,0.0,-0.01,0.02,-0.01,0.02,-0.01,-0.01,-0.02,-0.02,0.0,0.04,0.02
2023-12-04,-0.01,0.02,0.01,0.0,-0.01,-0.02,0.02,0.0,-0.03,0.0,-0.07,0.02
2023-12-11,-0.03,-0.01,-0.05,-0.02,-0.04,-0.03,0.01,-0.02,-0.05,-0.03,-0.04,-0.02
2023-12-18,-0.04,-0.04,-0.02,-0.02,-0.03,-0.05,-0.06,-0.05,-0.06,-0.04,-0.02,0.01
2023-12-25,-0.03,0.02,-0.01,0.0,-0.04,-0.04,0.03,-0.06,-0.04,-0.02,-0.04,-0.03
2024-01-01,-0.04,0.01,-0.02,-0.01,-0.01,-0.06,0.01,0.0,-0.05,-0.04,0.01,-0.02
2024-01-08,-0.04,-0.01,-0.03,-0.07,-0.02,-0.05,-0.02,-0.04,-0.05,-0.04,-0.07,-0.02
2024-01-15,-0.03,-0.03,-0.02,-0.05,-0.02,-0.04,-0.02,-0.02,-0.06,-0.03,-0.03,-0.01
2024-01-22,-0.03,-0.01,-0.03,-0.02,-0.02,-0.05,-0.08,-0.04,-0.04,-0.04,-0.02,-0.02
2024-01-29,-0.05,-0.04,-0.03,-0.07,-0.03,-0.05,-0.05,-0.05,-0.08,-0.04,0.02,-0.04
2024-02-05,-0.06,-0.01,-0.03,-0.02,-0.02,-0.07,-0.1,0.01,-0.08,-0.05,-0.03,-0.03
2024-02-12,-0.04,-0.07,-0.02,-0.03,-0.01,-0.03,-0.02,-0.05,-0.04,-0.02,-0.06,-0.02
2024-02-19,-0.03,-0.01,-0.04,0.0,-0.02,-0.04,-0.19,-0.04,-0.05,-0.02,-0.03,-0.01
2024-02-26,-0.02,-0.05,0.0,0.01,-0.01,-0.03,0.01,-0.03,-0.02,-0.02,-0.07,-0.03
2024-03-04,-0.03,-0.05,0.0,0.0,-0.01,-0.02,-0.06,0.0,-0.03,-0.02,-0.01,0.0
2024-03-11,-0.02,0.0,-0.02,0.0,0.01,-0.03,-0.16,-0.05,-0.01,-0.01,-0.05,-0.02
2024-03-18,-0.01,-0.01,0.01,0.03,0.03,-0.02,0.04,-0.07,-0.04,0.02,0.04,-0.01
2024-03-25,0.01,0.07,0.02,0.01,0.03,-0.01,0.0,-0.03,0.0,0.01,-0.02,0.02
2024-04-01,0.02,0.08,0.06,0.04,0.02,0.01,0.03,-0.01,0.0,0.04,-0.01,0.01
2024-04-08,0.02,0.03,0.05,0.07,0.03,0.01,0.01,0.0,0.03,0.03,-0.02,0.04
2024-04-15,0.02,0.04,0.06,0.05,0.03,0.02,-0.04,0.0,0.04,0.03,-0.01,0.04
2024-04-22,0.03,0.09,0.07,0.05,0.02,0.02,-0.08,0.04,0.03,0.04,0.05,0.03
2024-04-29,0.03,0.03,0.08,0.03,0.06,0.02,0.02,-0.04,0.04,0.03,0.01,0.05
2024-05-06,0.03,-0.02,0.07,0.06,0.04,0.02,-0.04,0.03,0.02,0.04,0.04,0.04
2024-05-13,0.03,0.07,0.07,0.05,0.01,0.03,-0.01,0.0,0.03,0.03,-0.01,0.04
2024-05-20,0.05,0.08,0.12,0.09,0.04,0.03,0.03,0.03,0.06,0.05,0.09,0.02
2024-05-27,0.05,0.09,0.06,0.07,0.05,0.06,0.14,0.07,0.06,0.05,0.08,0.08
2024-06-03,0.08,0.17,0.14,0.11,0.08,0.07,-0.05,0.06,0.12,0.09,0.06,0.07
2024-06-10,0.1,0.2,0.14,0.13,0.09,0.09,-0.02,0.02,0.1,0.12,0.11,0.08
2024-06-17,0.15,0.28,0.29,0.26,0.08,0.12,0.05,0.04,0.17,0.15,0.15,0.15
2024-06-24,0.17,0.33,0.22,0.21,0.17,0.15,0.08,0.08,0.22,0.17,0.2,0.15
2024-07-01,0.2,0.33,0.3,0.24,0.17,0.17,0.06,0.08,0.22,0.22,0.3,0.14
2024-07-08,0.23,0.55,0.34,0.3,0.23,0.21,0.04,0.07,0.26,0.28,0.19,0.19
2024-07-15,0.23,0.55,0.33,0.44,0.2,0.25,-0.06,0.07,0.31,0.29,0.33,0.27
2024-07-22,0.25,0.63,0.41,0.4,0.25,0.25,0.01,0.15,0.31,0.34,0.21,0.25
2024-07-29,0.23,0.65,0.34,0.38,0.23,0.24,0.0,0.11,0.28,0.32,0.33,0.23
2024-08-05,0.22,0.39,0.34,0.37,0.21,0.23,-0.08,0.1,0.27,0.27,0.32,0.25
2024-08-12,0.27,0.44,0.33,0.38,0.24,0.32,-0.06,0.17,0.32,0.35,0.28,0.32
2024-08-19,0.22,0.33,0.28,0.32,0.25,0.27,0.01,0.11,0.29,0.3,0.33,0.26
2024-08-26,0.23,0.42,0.28,0.29,0.19,0.26,0.01,0.09,0.25,0.28,0.2,0.26
2024-09-02,0.2,0.27,0.2,0.32,0.2,0.19,0.04,0.07,0.2,0.22,0.29,0.21
2024-09-09,0.22,0.29,0.22,0.29,0.21,0.22,0.06,0.12,0.2,0.25,0.32,0.22
2024-09-16,0.15,0.24,0.18,0.17,0.12,0.17,-0.01,0.09,0.16,0.17,0.17,0.16
2024-09-23,0.12,0.25,0.13,0.16,0.08,0.13,-0.02,0.0,0.12,0.13,0.12,0.16
2024-09-30,0.1,0.08,0.11,0.12,0.07,0.11,0.01,0.05,0.1,0.09,0.14,0.1
2024-10-07,0.1,0.07,0.12,0.07,0.09,0.11,-0.06,-0.03,0.09,0.1,0.18,0.13
2024-10-14,0.11,0.11,0.1,0.09,0.12,0.11,0.02,0.05,0.08,0.11,0.16,0.13
2024-10-21,0.08,0.07,0.07,0.09,0.1,0.08,0.08,0.04,0.09,0.08,0.09,0.1
2024-10-28,0.07,0.05,0.06,0.1,0.05,0.09,-0.04,0.01,0.07,0.09,0.16,0.05
2024-11-04,0.06,0.03,0.1,0.07,0.05,0.07,0.04,0.08,0.03,0.06,0.12,0.1
2024-11-11,0.05,0.06,0.02,0.1,0.02,0.07,0.03,0.0,0.03,0.07,0.09,0.07
2024-11-18,0.05,0.05,0.05,0.06,0.04,0.07,0.05,0.02,0.05,0.07,0.04,0.05
2024-11-25,0.04,-0.01,0.06,0.05,0.03,0.05,0.03,0.0,0.03,0.05,0.05,0.05
2024-12-02,0.03,-0.03,0.04,0.04,0.03,0.04,-0.02,0.01,0.01,0.05,0.02,0.04
2024-12-09,0.01,0.03,0.04,0.04,-0.01,0.03,-0.02,-0.02,0.01,0.03,0.01,0.01
2024-12-16,0.01,0.01,-0.01,0.0,0.02,0.02,0.06,0.0,0.0,0.01,0.03,0.04
2024-12-23,0.0,0.01,0.0,0.0,0.01,0.01,0.03,-0.04,0.01,0.0,0.05,0.02
2024-12-30,-0.01,0.0,0.0,0.03,-0.01,0.0,-0.03,-0.06,-0.02,0.01,0.04,0.02
2025-01-06,0.0,-0.02,-0.02,0.01,0.01,0.01,0.01,-0.03,-0.01,0.01,0.03,0.03
2025-01-13,-0.01,-0.02,0.02,0.0,0.0,-0.01,-0.05,-0.04,-0.03,0.01,-0.02,0.01
2025-01-20,-0.01,0.04,0.02,0.05,-0.01,-0.01,-0.05,0.0,-0.01,0.01,0.02,0.0
2025-02-03,0.01,0.0,-0.03,0.06,0.02,0.02,0.19,-0.11,0.03,0.03,0.06,0.02
2025-02-10,-0.01,0.05,0.08,0.04,-0.01,0.02,0.06,0.07,-0.01,0.03,0.06,0.03
2025-02-17,-0.01,0.05,-0.01,0.19,0.04,0.04,-0.09,-0.03,0.02,0.07,0.11,0.08
2025-02-24,0.02,0.17,0.06,0.27,0.06,0.09,0.07,0.0,0.07,0.13,0.15,0.11
2025-03-03,0.02,0.1,0.13,0.32,0.1,0.12,0.04,0.02,0.09,0.16,0.29,0.14
2025-03-10,0.07,0.17,0.19,0.37,0.17,0.18,0.02,0.04,0.11,0.24,0.34,0.23
2025-03-17,0.1,0.22,0.2,0.33,0.19,0.27,0.01,0.15,0.2,0.26,0.38,0.29
2025-03-24,0.07,0.07,0.07,-0.01,0.03,0.16,-0.04,-0.03,0.13,0.1,0.28,0.1
2025-03-31,0.06,0.14,0.12,0.14,0.02,0.13,-0.08,0.01,0.09,0.12,0.15,0.12
2025-04-07,0.05,-0.53,0.26,0.01,0.07,0.14,-0.11,-0.12,0.0,0.1,-0.11,0.27
2025-04-14,0.06,0.04,0.1,0.14,0.04,0.08,-0.06,-0.04,0.09,0.08,0.14,0.09
2025-04-21,0.05,0.04,0.09,0.11,0.03,0.09,-0.14,-0.01,0.06,0.1,0.09,0.09
2025-04-28,0.05,0.1,0.11,0.08,0.08,0.09,0.04,0.04,0.09,0.09,0.13,0.09
2025-05-05,0.05,0.05,0.09,0.1,0.07,0.08,-0.08,0.0,0.07,0.09,0.13,0.07
2025-05-12,0.05,0.06,0.15,0.11,0.1,0.09,0.06,0.02,0.1,0.11,0.16,0.08
2025-05-19,0.06,0.06,0.11,0.08,0.1,0.14,0.0,-0.02,0.11,0.16,0.11,0.12
2025-05-26,0.08,0.09,0.23,0.13,0.14,0.17,-0.19,0.06,0.14,0.17,0.27,0.19
2025-06-02,0.1,0.17,0.23,0.17,0.21,0.19,0.0,0.13,0.19,0.2,0.24,0.17
2025-06-09,0.16,0.25,0.35,0.2,0.27,0.26,-0.11,0.06,0.26,0.27,0.38,0.26
2025-06-16,0.24,0.49,0.44,0.26,0.29,0.36,0.06,0.07,0.36,0.37,0.41,0.38
2025-06-23,0.31,0.62,0.51,0.34,0.38,0.44,-0.02,0.13,0.44,0.45,0.42,0.49
2025-06-30,0.3,0.42,0.46,0.31,0.36,0.42,-0.05,0.15,0.42,0.4,0.48,0.42
2025-07-07,0.22,0.27,0.26,0.16,0.24,0.32,-0.09,0.1,0.29,0.28,0.45,0.31
2025-07-14,0.16,0.18,0.15,0.17,0.17,0.2,-0.01,0.04,0.2,0.2,0.2,0.17
2025-07-21,0.11,0.12,0.19,0.09,0.16,0.17,0.02,-0.02,0.19,0.16,0.09,0.2
2025-07-28,0.08,0.09,0.14,0.09,0.1,0.14,-0.04,0.04,0.13,0.11,0.15,0.15
2025-08-04,0.1,0.14,0.13,0.08,0.15,0.14,-0.02,-0.02,0.16,0.14,0.12,0.13
2025-08-11,0.06,0.04,0.13,0.09,0.13,0.1,-0.07,0.02,0.1,0.11,0.14,0.12
2025-08-18,0.05,0.04,0.09,0.05,0.1,0.09,-0.04,0.05,0.07,0.1,0.04,0.11
2025-08-25,0.06,-0.01,0.09,0.11,0.07,0.09,-0.06,0.07,0.1,0.07,0.12,0.09
2025-09-01,0.07,0.08,0.11,0.05,0.07,0.09,-0.13,-0.03,0.11,0.08,0.13,0.09
2025-09-08,0.08,0.01,0.06,0.09,0.07,0.11,-0.14,0.07,0.09,0.1,0.09,0.1
2025-09-15,0.11,0.18,0.15,0.12,0.11,0.12,0.02,0.07,0.15,0.12,0.12,0.1
2025-09-22,0.17,0.19,0.25,0.12,0.14,0.2,-0.02,0.08,0.24,0.19,0.15,0.14
2025-09-29,0.26,0.28,0.4,0.16,0.2,0.28,-0.1,0.15,0.32,0.28,0.26,0.24
2025-10-13,0.5,0.65,0.82,0.42,0.41,0.55,-0.02,0.19,0.6,0.57,0.56,0.51
2025-10-20,0.41,0.63,0.59,0.47,0.31,0.53,0.03,0.38,0.53,0.55,0.41,0.46
2025-10-27,0.14,0.27,0.26,0.17,0.18,0.24,-0.01,0.09,0.23,0.27,0.27,0.18
2025-11-03,0.11,0.27,0.21,0.13,0.18,0.19,0.07,0.15,0.2,0.19,0.27,0.16
2025-11-10,0.12,0.19,0.24,0.17,0.18,0.17,-0.08,0.12,0.2,0.18,0.24,0.12
2025-11-17,0.13,0.2,0.17,0.18,0.19,0.21,0.14,0.08,0.22,0.21,0.16,0.24
2025-11-24,0.12,0.18,0.2,0.12,0.11,0.2,0.03,0.08,0.21,0.19,0.15,0.16
2025-12-01,0.11,0.17,0.16,0.11,0.11,0.19,0.01,0.07,0.2,0.18,0.2,0.15
2025-12-08,0.13,0.15,0.16,0.17,0.16,0.19,0.0,0.14,0.2,0.19,0.22,0.16
2025-12-15,0.13,0.2,0.17,0.16,0.14,0.19,0.14,0.14,0.2,0.17,0.2,0.17
2025-12-22,0.15,0.17,0.18,0.23,0.16,0.24,-0.07,0.11,0.25,0.21,0.17,0.23
